rank_date,rank,prev_rank,team_name,country_code,confederation,total_points,prev_points,matches_played
2022-02-10,208,209,US Virgin Islands,VIR,CONCACAF,779.76,779.76,14
2022-02-10,209,208,British Virgin Islands,VGB,CONCACAF,777.41,782.14,22
2022-02-10,210,210,Anguilla,AIA,CONCACAF,760.25,760.25,16
2022-02-10,211,211,San Marino,SMR,UEFA,721.2,726.33,38
2022-03-31,1,3,Argentina,ARG,CONMEBOL,1877.27,1874.81,49
2022-03-31,2,2,Spain,ESP,UEFA,1874.71,1876.4,48
2022-03-31,3,1,France,FRA,UEFA,1870.7,1877.32,49
2022-03-31,4,4,England,ENG,UEFA,1828.02,1825.97,50
2022-03-31,5,5,Portugal,POR,UEFA,1767.85,1763.83,48
2022-03-31,6,6,Brazil,BRA,CONMEBOL,1765.86,1761.16,44
2022-03-31,7,8,Morocco,MAR,CAF,1755.1,1755.87,69
2022-03-31,8,7,Netherlands,NED,UEFA,1753.57,1757.87,49
2022-03-31,9,9,Belgium,BEL,UEFA,1742.24,1734.71,46
2022-03-31,10,10,Germany,GER,UEFA,1735.77,1730.37,47
2022-03-31,11,11,Croatia,CRO,UEFA,1714.87,1717.07,48
2022-03-31,12,12,Italy,ITA,UEFA,1704.73,1700.37,44
2022-03-31,13,13,Colombia,COL,CONMEBOL,1698.35,1693.09,46
2022-03-31,14,15,Mexico,MEX,CONCACAF,1687.48,1681.03,66
2022-03-31,15,14,Senegal,SEN,CAF,1684.07,1688.99,71
2022-03-31,16,17,Uruguay,URU,CONMEBOL,1673.07,1673.07,41
2022-03-31,17,16,USA,USA,CONCACAF,1671.23,1673.13,61
2022-03-31,18,18,Japan,JPN,AFC,1661.58,1660.43,53
2022-03-31,19,19,Switzerland,SUI,UEFA,1650.06,1649.4,47
2022-03-31,20,21,IR Iran,IRN,AFC,1619.58,1615.3,48
2022-03-31,21,20,Denmark,DEN,UEFA,1619.47,1620.81,43
2022-03-31,22,22,Türkiye,TUR,UEFA,1605.73,1599.04,45
2022-03-31,23,23,Ecuador,ECU,CONMEBOL,1598.52,1594.78,46
2022-03-31,24,24,Austria,AUT,UEFA,1597.4,1593.45,42
2022-03-31,25,25,Korea Republic,KOR,AFC,1591.63,1588.66,55
2022-03-31,26,26,Nigeria,NGA,CAF,1585.02,1585.09,61
2022-03-31,27,27,Australia,AUS,AFC,1579.34,1580.67,45
2022-03-31,28,28,Algeria,ALG,CAF,1571.03,1564.26,64
2022-03-31,29,29,Egypt,EGY,CAF,1562.37,1563.24,53
2022-03-31,30,30,Canada,CAN,CONCACAF,1559.48,1556.48,50
2022-03-31,31,31,Norway,NOR,UEFA,1557.44,1550.94,39
2022-03-31,32,32,Ukraine,UKR,UEFA,1549.29,1546.88,40
2022-03-31,33,34,Côte d'Ivoire,CIV,CAF,1540.87,1532.98,56
2022-03-31,34,33,Panama,PAN,CONCACAF,1539.16,1540.64,52
2022-03-31,35,36,Russia,RUS,UEFA,1529.6,1525.6,27
2022-03-31,36,35,Poland,POL,UEFA,1526.18,1528.0,46
2022-03-31,37,37,Wales,WAL,UEFA,1516.95,1524.29,41
2022-03-31,38,38,Sweden,SWE,UEFA,1509.79,1514.77,42
2022-03-31,39,42,Hungary,HUN,UEFA,1506.39,1500.58,43
2022-03-31,40,41,Czechia,CZE,UEFA,1505.74,1501.38,42
2022-03-31,41,40,Paraguay,PAR,CONMEBOL,1505.35,1503.5,38
2022-03-31,42,43,Scotland,SCO,UEFA,1503.34,1498.35,43
2022-03-31,43,39,Serbia,SRB,UEFA,1502.13,1508.65,45
2022-03-31,44,45,Cameroon,CMR,CAF,1481.24,1481.24,49
2022-03-31,45,44,Tunisia,TUN,CAF,1476.41,1483.05,50
2022-03-31,46,46,Congo DR,COD,CAF,1474.43,1478.35,54
2022-03-31,47,48,Slovakia,SVK,UEFA,1473.66,1473.94,43
2022-03-31,48,47,Greece,GRE,UEFA,1473.19,1475.82,39
2022-03-31,49,49,Venezuela,VEN,CONMEBOL,1469.18,1468.05,41
2022-03-31,50,50,Uzbekistan,UZB,AFC,1458.73,1465.34,46
2022-03-31,51,54,Chile,CHI,CONMEBOL,1458.2,1455.28,41
2022-03-31,52,53,Peru,PER,CONMEBOL,1457.69,1455.87,41
2022-03-31,53,51,Costa Rica,CRC,CONCACAF,1456.03,1459.9,49
2022-03-31,54,56,Romania,ROU,UEFA,1455.89,1451.16,44
2022-03-31,55,52,Mali,MLI,CAF,1455.59,1459.13,49
2022-03-31,56,55,Qatar,QAT,AFC,1450.31,1454.96,59
2022-03-31,57,57,Iraq,IRQ,AFC,1446.28,1447.14,53
2022-03-31,58,59,Republic of Ireland,IRL,UEFA,1441.1,1436.63,41
2022-03-31,59,58,Slovenia,SVN,UEFA,1441.09,1446.44,43
2022-03-31,60,60,South Africa,RSA,CAF,1428.38,1429.73,67
2022-03-31,61,61,Saudi Arabia,KSA,AFC,1423.88,1421.43,63
2022-03-31,62,62,Burkina Faso,BFA,CAF,1406.99,1412.49,51
2022-03-31,63,63,Jordan,JOR,AFC,1387.74,1391.45,50
2022-03-31,64,65,Bosnia and Herzegovina,BIH,UEFA,1387.22,1385.84,37
2022-03-31,65,66,Honduras,HON,CONCACAF,1378.97,1380.27,47
2022-03-31,66,64,Albania,ALB,UEFA,1376.03,1388.06,42
2022-03-31,67,69,Cabo Verde,CPV,CAF,1371.11,1366.13,43
2022-03-31,68,68,United Arab Emirates,UAE,AFC,1370.47,1370.47,48
2022-03-31,69,67,North Macedonia,MKD,UEFA,1369.16,1372.04,39
2022-03-31,70,70,Northern Ireland,NIR,UEFA,1365.3,1362.16,37
2022-03-31,71,71,Jamaica,JAM,CONCACAF,1357.84,1358.0,53
2022-03-31,72,72,Georgia,GEO,UEFA,1355.26,1350.18,41
2022-03-31,73,74,Ghana,GHA,CAF,1346.88,1346.31,53
2022-03-31,74,75,Iceland,ISL,UEFA,1342.77,1345.07,46
2022-03-31,75,73,Finland,FIN,UEFA,1341.92,1346.41,42
2022-03-31,76,77,Israel,ISR,UEFA,1333.9,1328.33,36
2022-03-31,77,76,Bolivia,BOL,CONMEBOL,1326.0,1329.42,42
2022-03-31,78,78,Kosovo,KOS,UEFA,1319.12,1318.83,38
2022-03-31,79,79,Oman,OMA,AFC,1306.9,1313.46,56
2022-03-31,80,81,Montenegro,MNE,UEFA,1301.98,1295.52,40
2022-03-31,81,80,Guinea,GUI,CAF,1295.6,1300.01,46
2022-03-31,82,82,Curaçao,CUW,CONCACAF,1294.77,1294.65,31
2022-03-31,83,83,Haiti,HAI,CONCACAF,1293.1,1291.71,33
2022-03-31,84,84,Syria,SYR,AFC,1283.05,1288.56,39
2022-03-31,85,85,New Zealand,NZL,OFC,1275.58,1281.57,36
2022-03-31,86,87,Gabon,GAB,CAF,1272.51,1272.51,34
2022-03-31,87,86,Bulgaria,BUL,UEFA,1271.68,1278.9,39
2022-03-31,88,89,Angola,ANG,CAF,1265.58,1263.1,63
2022-03-31,89,88,Uganda,UGA,CAF,1264.09,1264.09,46
2022-03-31,90,92,Zambia,ZAM,CAF,1255.82,1255.82,53
2022-03-31,91,94,China PR,CHN,AFC,1254.81,1251.6,39
2022-03-31,92,91,Bahrain,BHR,AFC,1254.41,1258.53,50
2022-03-31,93,90,Benin,BEN,CAF,1252.17,1258.98,40
2022-03-31,94,93,Thailand,THA,AFC,1250.8,1252.14,59
2022-03-31,95,95,Palestine,PLE,AFC,1243.71,1244.73,35
2022-03-31,96,97,Belarus,BLR,UEFA,1242.88,1235.82,39
2022-03-31,97,96,Guatemala,GUA,CONCACAF,1238.74,1243.47,48
2022-03-31,98,98,Luxembourg,LUX,UEFA,1232.82,1227.77,40
2022-03-31,99,99,Vietnam,VIE,AFC,1225.68,1225.68,44
2022-03-31,100,100,El Salvador,SLV,CONCACAF,1225.34,1225.26,37
2022-03-31,101,103,Tajikistan,TJK,AFC,1224.19,1221.78,42
2022-03-31,102,102,Trinidad and Tobago,TRI,CONCACAF,1219.59,1222.94,43
2022-03-31,103,101,Mozambique,MOZ,CAF,1218.62,1224.31,53
2022-03-31,104,104,Madagascar,MAD,CAF,1202.69,1203.76,53
2022-03-31,105,105,Equatorial Guinea,EQG,CAF,1195.2,1195.2,43
2022-03-31,106,107,Kyrgyz Republic,KGZ,AFC,1192.16,1191.14,35
2022-03-31,107,106,Armenia,ARM,UEFA,1189.63,1191.42,39
2022-03-31,108,109,Comoros,COM,CAF,1187.91,1187.91,54
2022-03-31,109,111,Kenya,KEN,CAF,1185.08,1182.23,42
2022-03-31,110,112,Libya,LBY,CAF,1182.08,1182.08,36
2022-03-31,111,110,Kazakhstan,KAZ,UEFA,1180.78,1182.96,40
2022-03-31,112,113,Tanzania,TAN,CAF,1180.27,1180.27,46
2022-03-31,113,115,Mauritania,MTN,CAF,1176.68,1170.72,50
2022-03-31,114,114,Niger,NIG,CAF,1175.33,1179.66,46
2022-03-31,115,108,Lebanon,LBN,AFC,1172.22,1187.96,36
2022-03-31,116,116,The Gambia,GAM,CAF,1159.64,1160.38,35
2022-03-31,117,117,Sudan,SDN,CAF,1157.22,1157.22,47
2022-03-31,118,122,Indonesia,IDN,AFC,1157.14,1144.88,50
2022-03-31,119,121,Togo,TOG,CAF,1152.76,1147.31,34
2022-03-31,120,118,DPR Korea,PRK,AFC,1151.05,1151.05,17
2022-03-31,121,120,Namibia,NAM,CAF,1148.84,1148.84,40
2022-03-31,122,119,Sierra Leone,SLE,CAF,1147.56,1148.98,34
2022-03-31,123,123,Faroe Islands,FRO,UEFA,1136.59,1137.14,39
2022-03-31,124,126,Cyprus,CYP,UEFA,1133.25,1128.33,39
2022-03-31,125,125,Suriname,SUR,CONCACAF,1132.43,1132.43,27
2022-03-31,126,124,Azerbaijan,AZE,UEFA,1132.0,1136.67,38
2022-03-31,127,129,Estonia,EST,UEFA,1130.64,1121.1,43
2022-03-31,128,128,Rwanda,RWA,CAF,1126.62,1126.62,32
2022-03-31,129,127,Malawi,MWI,CAF,1122.05,1128.03,41
2022-03-31,130,130,Zimbabwe,ZIM,CAF,1119.78,1118.12,32
2022-03-31,131,131,Nicaragua,NCA,CONCACAF,1114.63,1115.13,35
2022-03-31,132,132,Guinea-Bissau,GNB,CAF,1108.38,1108.38,40
2022-03-31,133,134,Kuwait,KUW,AFC,1106.47,1105.1,50
2022-03-31,134,133,Congo,CGO,CAF,1105.96,1105.96,29
2022-03-31,135,135,Philippines,PHI,AFC,1100.95,1094.1,40
2022-03-31,136,138,Malaysia,MAS,AFC,1086.22,1086.22,47
2022-03-31,137,137,Latvia,LVA,UEFA,1085.66,1090.57,39
2022-03-31,138,136,India,IND,AFC,1084.93,1091.03,45
2022-03-31,139,139,Central African Republic,CTA,CAF,1080.82,1083.57,33
2022-03-31,140,140,Liberia,LBR,CAF,1080.44,1079.02,36
2022-03-31,141,141,Turkmenistan,TKM,AFC,1078.65,1078.65,23
2022-03-31,142,142,Burundi,BDI,CAF,1078.01,1078.01,32
2022-03-31,143,144,Ethiopia,ETH,CAF,1077.52,1071.55,37
2022-03-31,144,143,Dominican Republic,DOM,CONCACAF,1076.5,1077.95,32
2022-03-31,145,149,Yemen,YEM,AFC,1065.24,1049.49,26
2022-03-31,146,145,Lesotho,LES,CAF,1064.29,1067.13,43
2022-03-31,147,146,Botswana,BOT,CAF,1063.63,1063.63,46
2022-03-31,148,147,Singapore,SGP,AFC,1057.95,1059.53,44
2022-03-31,149,148,Lithuania,LTU,UEFA,1056.85,1058.42,40
2022-03-31,150,150,Guyana,GUY,CONCACAF,1049.32,1049.32,27
2022-03-31,151,151,New Caledonia,NCL,OFC,1036.95,1036.95,15
2022-03-31,152,152,St Kitts and Nevis,SKN,CONCACAF,1036.33,1036.33,22
2022-03-31,153,153,Solomon Islands,SOL,OFC,1031.89,1031.89,28
2022-03-31,154,156,Puerto Rico,PUR,CONCACAF,1024.3,1026.11,26
2022-03-31,155,154,Fiji,FIJ,OFC,1024.17,1029.7,28
2022-03-31,156,155,"Hong Kong, China",HKG,AFC,1024.16,1026.63,50
2022-03-31,157,157,Tahiti,TAH,OFC,1019.04,1019.04,12
2022-03-31,158,158,Myanmar,MYA,AFC,1010.91,1011.88,40
2022-03-31,159,159,Moldova,MDA,UEFA,1008.24,1004.16,39
2022-03-31,160,160,Vanuatu,VAN,OFC,1002.53,997.01,27
2022-03-31,161,161,Malta,MLT,UEFA,992.79,987.73,38
2022-03-31,162,162,Antigua and Barbuda,ATG,CONCACAF,986.58,986.58,20
2022-03-31,163,163,Grenada,GRN,CONCACAF,981.82,982.57,25
2022-03-31,164,164,Cuba,CUB,CONCACAF,981.42,981.42,26
2022-03-31,165,165,Eswatini,SWZ,CAF,979.01,979.01,43
2022-03-31,166,167,St Lucia,LCA,CONCACAF,976.71,976.71,18
2022-03-31,167,166,Bermuda,BER,CONCACAF,975.05,976.87,29
2022-03-31,168,168,Papua New Guinea,PNG,OFC,974.9,974.9,22
2022-03-31,169,170,South Sudan,SSD,CAF,970.94,970.94,33
2022-03-31,170,171,St Vincent and the Grenadines,VIN,CONCACAF,968.27,968.27,23
2022-03-31,171,169,Afghanistan,AFG,AFC,968.07,972.75,30
2022-03-31,172,173,Andorra,AND,UEFA,946.43,945.34,40
2022-03-31,173,172,Maldives,MDV,AFC,943.92,954.93,26
2022-03-31,174,174,Chinese Taipei,TPE,AFC,923.78,923.78,24
2022-03-31,175,177,Cambodia,CAM,AFC,922.32,911.54,31
2022-03-31,176,175,Montserrat,MSR,CONCACAF,916.75,916.75,18
2022-03-31,177,176,Nepal,NEP,AFC,914.54,914.54,33
2022-03-31,178,178,Mauritius,MRI,CAF,911.49,911.49,31
2022-03-31,179,179,Barbados,BRB,CONCACAF,909.89,909.89,24
2022-03-31,180,180,Belize,BLZ,CONCACAF,907.0,907.0,19
2022-03-31,181,181,Bangladesh,BAN,AFC,902.93,899.53,36
2022-03-31,182,182,Dominica,DMA,CONCACAF,897.69,897.69,20
2022-03-31,183,183,Chad,CHA,CAF,896.85,896.85,28
2022-03-31,184,184,Eritrea,ERI,CAF,887.06,887.06,2
2022-03-31,185,185,Laos,LAO,AFC,885.03,885.03,24
2022-03-31,186,188,Cook Islands,COK,OFC,877.53,877.53,8
2022-03-31,187,191,Sri Lanka,SRI,AFC,876.86,871.82,25
2022-03-31,188,190,Samoa,SAM,OFC,876.41,876.41,14
2022-03-31,189,189,Aruba,ARU,CONCACAF,875.61,877.3,20
2022-03-31,190,187,Mongolia,MNG,AFC,874.47,879.75,18
